State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
VA,220,212,no,yes,28,41.66,63,7.08,15.09,89,1.28,40.0,78,1.8,16.6,6,4.48,2,no
LA,190,646,no,no,7,24.12,134,4.1,200.88,78,17.07,101.88,83,4.58,10.91,8,2.95,9,no
TX,122,702,no,yes,43,169.24,40,28.77,298.72,183,25.39,45.33,171,2.04,6.65,7,1.8,0,yes
NY,46,415,no,no,44,77.03,39,13.1,139.35,176,11.84,295.04,117,13.28,18.95,2,5.12,3,yes
TX,64,415,yes,no,42,88.89,2,15.11,105.83,41,9.0,261.42,188,11.76,16.9,4,4.56,0,yes
NJ,130,415,yes,no,43,307.19,144,52.22,278.5,150,23.67,70.53,148,3.17,19.65,12,5.31,6,no
NY,54,214,no,yes,32,31.35,193,5.33,117.53,51,9.99,119.46,9,5.38,13.84,12,3.74,6,yes
NH,107,407,yes,yes,16,250.38,109,42.56,1.11,101,0.09,338.32,29,15.22,7.56,7,2.04,3,yes
VA,193,212,no,no,47,94.9,113,16.13,335.85,104,28.55,207.96,23,9.36,5.62,17,1.52,4,yes
RI,51,510,no,yes,10,266.11,111,45.24,207.24,78,17.62,280.4,175,12.62,13.27,6,3.58,9,yes
NJ,181,702,no,no,12,252.84,179,42.98,286.83,111,24.38,92.61,54,4.17,19.62,9,5.3,6,yes
OK,36,718,yes,no,49,2.59,149,0.44,288.86,180,24.55,73.52,103,3.31,12.53,9,3.38,5,yes
ID,115,415,yes,yes,10,178.2,3,30.29,23.24,103,1.98,274.37,126,12.35,17.63,10,4.76,3,yes
NY,26,214,no,yes,30,48.76,133,8.29,59.8,15,5.08,240.06,179,10.8,6.58,11,1.78,3,yes
CO,29,408,no,yes,27,303.18,165,51.54,108.89,95,9.26,238.34,124,10.73,8.14,12,2.2,1,no
LA,149,206,yes,no,43,305.06,25,51.86,112.24,36,9.54,193.42,165,8.7,18.13,7,4.9,9,no
OH,11,407,no,no,5,146.42,138,24.89,230.58,145,19.6,197.25,194,8.88,15.14,16,4.09,1,no
MO,40,206,no,no,40,155.54,16,26.44,218.1,147,18.54,257.49,92,11.59,19.63,13,5.3,3,yes
NH,11,713,no,yes,15,106.15,91,18.05,173.11,45,14.71,94.5,7,4.25,15.5,16,4.19,4,no
TX,164,415,no,no,3,250.81,30,42.64,73.94,1,6.28,123.47,156,5.56,8.97,18,2.42,3,no
NJ,113,407,no,no,34,125.53,162,21.34,133.69,118,11.36,305.07,137,13.73,10.62,15,2.87,2,yes
MO,187,206,yes,no,47,93.73,143,15.93,190.26,86,16.17,108.1,196,4.86,18.01,8,4.86,1,no
OK,39,202,yes,yes,25,151.28,106,25.72,163.79,93,13.92,191.21,74,8.6,11.03,19,2.98,3,no
IN,232,702,no,no,11,32.02,145,5.44,44.55,190,3.79,245.92,195,11.07,5.11,9,1.38,4,yes
NY,227,619,yes,no,10,261.31,110,44.42,227.33,2,19.32,349.97,176,15.75,8.71,8,2.35,0,no
NY,54,713,no,no,36,4.41,100,0.75,25.57,173,2.17,152.35,185,6.86,10.33,0,2.79,0,no
ID,98,512,yes,yes,24,225.57,111,38.35,132.37,110,11.25,149.83,162,6.74,1.93,2,0.52,5,yes
HI,55,512,yes,no,17,64.0,61,10.88,248.51,176,21.12,294.91,177,13.27,14.88,10,4.02,4,yes
NJ,111,212,yes,yes,18,81.34,111,13.83,7.01,0,0.6,281.93,39,12.69,2.19,6,0.59,3,yes
NH,152,206,yes,no,22,222.47,154,37.82,199.49,104,16.96,255.88,139,11.51,8.1,17,2.19,0,no
MO,246,718,no,no,37,347.53,162,59.08,117.08,21,9.95,162.13,84,7.3,16.09,12,4.34,6,yes
TX,150,305,yes,no,17,272.2,115,46.27,3.09,141,0.26,113.38,15,5.1,9.35,17,2.52,3,yes
NY,69,702,no,yes,25,79.04,172,13.44,66.63,172,5.66,213.06,77,9.59,16.84,15,4.55,2,no
NY,56,202,no,yes,5,61.61,34,10.47,329.33,133,27.99,306.68,47,13.8,6.84,15,1.85,6,yes
TX,33,510,no,yes,3,303.18,27,51.54,182.4,64,15.5,309.32,90,13.92,19.15,9,5.17,1,yes
OK,36,312,yes,yes,43,155.46,102,26.43,349.03,20,29.67,37.97,128,1.71,4.19,8,1.13,9,yes
HI,239,415,yes,yes,28,47.97,124,8.15,183.69,3,15.61,149.92,192,6.75,0.77,7,0.21,0,yes
MO,148,214,yes,yes,33,301.77,101,51.3,190.38,130,16.18,162.65,21,7.32,17.45,18,4.71,3,yes
CO,211,206,yes,yes,16,285.63,136,48.56,137.15,112,11.66,342.17,142,15.4,15.04,2,4.06,7,yes
NY,227,305,no,no,42,344.37,142,58.54,108.51,29,9.22,237.3,194,10.68,4.64,8,1.25,5,no
ID,244,917,no,no,42,318.41,20,54.13,88.04,30,7.48,142.54,13,6.41,19.69,1,5.32,8,yes
MT,235,408,no,no,15,298.13,51,50.68,120.2,161,10.22,9.12,72,0.41,10.05,18,2.71,0,yes
RI,81,408,yes,yes,1,18.4,162,3.13,160.95,19,13.68,197.88,18,8.9,19.02,7,5.14,0,yes
IN,190,512,yes,yes,33,36.55,96,6.21,67.2,53,5.71,33.63,39,1.51,10.1,17,2.73,4,yes
MA,109,407,yes,yes,7,199.14,50,33.85,78.71,125,6.69,292.06,97,13.14,9.44,7,2.55,5,yes
OH,235,212,yes,yes,12,186.02,82,31.62,95.04,152,8.08,263.38,3,11.85,8.98,4,2.42,7,yes
LA,226,407,no,no,41,160.29,54,27.25,157.24,14,13.37,161.18,32,7.25,6.7,5,1.81,2,no
FL,201,408,no,no,7,138.88,76,23.61,228.48,165,19.42,150.22,42,6.76,10.67,9,2.88,5,no
CO,154,619,yes,yes,29,150.92,126,25.66,299.65,150,25.47,314.07,164,14.13,9.05,14,2.44,2,no
ID,194,917,yes,yes,31,199.25,171,33.87,100.5,179,8.54,100.96,193,4.54,0.73,3,0.2,7,no
WY,245,404,yes,no,35,0.73,192,0.12,64.3,193,5.47,87.16,26,3.92,5.21,2,1.41,3,yes
MA,73,206,yes,yes,46,91.25,92,15.51,132.6,184,11.27,328.72,172,14.79,4.26,8,1.15,1,no
RI,201,713,no,yes,29,181.4,87,30.84,313.03,56,26.61,283.24,80,12.75,17.35,15,4.68,8,no
RI,40,212,no,yes,0,252.78,79,42.97,3.45,78,0.29,287.22,112,12.92,11.98,15,3.23,9,yes
TX,17,718,no,no,42,60.95,152,10.36,237.25,179,20.17,68.32,177,3.07,15.27,14,4.12,7,no
WV,129,206,no,no,38,191.41,91,32.54,167.01,162,14.2,50.15,116,2.26,19.14,8,5.17,5,yes
NH,217,512,yes,yes,16,250.06,46,42.51,56.37,13,4.79,9.11,123,0.41,12.88,16,3.48,2,yes
IA,61,305,no,yes,19,155.62,183,26.46,112.36,90,9.55,82.96,94,3.73,19.65,11,5.31,1,yes
FL,171,305,yes,no,23,9.48,37,1.61,78.73,13,6.69,270.97,62,12.19,6.24,7,1.68,3,yes
WV,104,214,yes,yes,49,157.24,138,26.73,307.24,98,26.12,84.01,133,3.78,3.73,13,1.01,3,yes
MA,42,206,yes,no,21,103.76,194,17.64,168.66,32,14.34,255.19,123,11.48,8.07,17,2.18,0,yes
MO,25,512,no,no,28,325.38,14,55.31,197.08,179,16.75,88.17,115,3.97,9.42,11,2.54,8,no
OK,39,713,no,yes,21,43.61,0,7.41,207.79,0,17.66,138.35,94,6.23,17.91,13,4.84,9,yes
TX,35,415,yes,yes,43,228.37,134,38.82,223.87,33,19.03,344.11,66,15.48,11.2,19,3.02,7,no
LA,131,305,yes,yes,8,18.45,0,3.14,173.44,18,14.74,85.68,194,3.86,5.84,4,1.58,6,yes
TX,242,619,yes,no,36,156.16,48,26.55,6.26,151,0.53,131.73,96,5.93,14.85,0,4.01,5,no
OK,229,917,yes,no,9,193.89,95,32.96,117.15,3,9.96,105.38,115,4.74,10.12,12,2.73,2,yes
MT,108,206,yes,no,35,104.28,156,17.73,64.36,163,5.47,38.37,186,1.73,3.24,13,0.87,3,no
NY,172,214,yes,no,36,159.28,25,27.08,238.05,76,20.23,171.46,12,7.72,11.54,1,3.12,1,yes
OK,179,214,yes,yes,27,57.24,86,9.73,19.85,57,1.69,132.54,148,5.96,18.23,15,4.92,6,yes
WY,222,702,yes,yes,27,106.44,172,18.09,197.33,159,16.77,243.21,63,10.94,16.85,4,4.55,1,yes
WY,102,646,no,yes,41,217.39,92,36.96,73.72,136,6.27,286.16,164,12.88,11.74,0,3.17,9,no
IA,98,713,yes,no,42,105.63,101,17.96,332.1,102,28.23,190.49,84,8.57,7.54,11,2.04,0,no
IA,12,214,no,yes,20,314.91,70,53.53,117.44,66,9.98,11.27,175,0.51,1.74,18,0.47,5,no
LA,19,214,no,yes,23,219.94,139,37.39,113.83,115,9.68,216.62,55,9.75,9.39,9,2.54,3,no
LA,101,702,no,yes,41,153.53,94,26.1,323.18,147,27.47,19.39,171,0.87,15.04,11,4.06,7,yes
NY,44,305,yes,yes,39,13.56,159,2.31,146.07,119,12.42,215.72,140,9.71,7.21,18,1.95,0,yes
CO,187,312,yes,yes,1,174.84,117,29.72,337.0,189,28.65,239.76,131,10.79,4.71,15,1.27,8,no
IN,49,512,no,yes,7,267.67,147,45.5,8.46,185,0.72,69.22,111,3.11,18.63,16,5.03,5,no
MA,189,713,no,yes,47,92.95,118,15.8,107.22,21,9.11,286.77,32,12.9,16.43,12,4.44,1,yes
WV,17,619,yes,yes,26,282.37,50,48.0,233.17,111,19.82,318.88,164,14.35,12.77,6,3.45,7,no
MO,74,718,yes,no,21,88.13,80,14.98,311.8,194,26.5,284.58,52,12.81,2.74,2,0.74,4,no
IN,57,212,yes,no,36,288.31,35,49.01,89.74,74,7.63,106.79,100,4.81,2.9,4,0.78,4,no
FL,55,202,no,yes,26,29.84,66,5.07,325.67,175,27.68,205.33,151,9.24,2.06,3,0.56,4,yes
OH,241,503,no,no,28,303.16,128,51.54,207.94,135,17.67,320.19,88,14.41,12.33,14,3.33,6,no
NY,47,646,yes,yes,2,174.72,113,29.7,280.35,142,23.83,112.23,178,5.05,2.31,16,0.62,6,no
WY,12,212,yes,no,43,103.79,154,17.64,139.02,31,11.82,287.01,168,12.92,16.85,11,4.55,9,yes
HI,62,917,no,yes,12,92.79,110,15.77,74.26,180,6.31,3.32,28,0.15,19.86,13,5.36,6,no
NY,80,407,no,yes,44,151.2,167,25.7,318.93,66,27.11,1.28,186,0.06,7.33,3,1.98,9,no
TX,216,619,no,no,9,349.67,141,59.44,326.6,3,27.76,265.9,167,11.97,9.07,16,2.45,1,yes
WY,83,404,yes,no,35,77.11,99,13.11,174.15,29,14.8,266.51,50,11.99,14.23,10,3.84,7,yes
MO,8,214,yes,no,8,36.13,196,6.14,2.27,12,0.19,276.14,49,12.43,18.74,5,5.06,0,yes
NH,223,415,no,yes,26,204.76,108,34.81,38.42,20,3.27,325.51,110,14.65,17.88,3,4.83,1,yes
OK,149,415,no,yes,33,170.99,119,29.07,200.56,40,17.05,41.27,35,1.86,1.15,12,0.31,6,no
OK,81,646,no,no,0,183.47,78,31.19,8.32,120,0.71,81.19,108,3.65,3.38,19,0.91,3,yes
IA,215,619,no,no,31,233.43,133,39.68,138.92,18,11.81,316.3,59,14.23,15.09,14,4.07,9,yes
ID,229,408,yes,no,24,93.5,160,15.9,106.18,47,9.03,62.03,145,2.79,13.78,17,3.72,9,yes
FL,118,510,yes,yes,28,318.73,182,54.18,250.02,85,21.25,238.78,19,10.75,2.66,16,0.72,8,no
CO,208,718,no,yes,6,152.49,18,25.92,19.45,62,1.65,185.66,132,8.35,10.04,18,2.71,8,yes
VA,198,702,yes,yes,48,45.18,126,7.68,171.06,147,14.54,29.12,145,1.31,15.62,9,4.22,2,no
VA,200,415,yes,no,2,259.8,28,44.17,202.69,191,17.23,99.84,123,4.49,4.38,4,1.18,2,no
HI,25,206,no,yes,19,225.09,188,38.27,216.05,36,18.36,182.13,167,8.2,17.43,11,4.71,8,no
OK,210,510,no,yes,19,110.51,197,18.79,141.81,30,12.05,298.32,0,13.42,1.06,14,0.29,9,yes
MO,89,510,no,no,29,217.53,23,36.98,106.53,73,9.06,247.64,18,11.14,15.64,3,4.22,7,yes
MT,12,305,no,yes,34,76.95,150,13.08,238.87,145,20.3,217.66,86,9.79,12.32,7,3.33,0,no
OK,143,202,no,yes,34,155.69,9,26.47,296.65,106,25.22,173.61,153,7.81,6.3,19,1.7,5,yes
TX,59,713,yes,no,48,314.79,181,53.51,242.77,102,20.64,104.54,28,4.7,14.42,16,3.89,6,yes
TX,154,510,no,yes,38,46.74,104,7.95,326.24,109,27.73,41.74,58,1.88,15.65,5,4.23,7,no
CO,233,415,yes,yes,26,135.34,168,23.01,251.04,19,21.34,143.18,62,6.44,18.68,15,5.04,1,yes
NY,109,415,yes,no,25,287.4,176,48.86,267.62,138,22.75,9.98,97,0.45,7.36,4,1.99,0,yes
MO,26,619,yes,no,13,339.32,144,57.68,58.77,85,5.0,73.87,189,3.32,13.72,13,3.7,3,yes
WY,47,619,yes,no,16,158.87,183,27.01,146.84,43,12.48,151.37,47,6.81,12.05,1,3.25,0,no
HI,32,415,no,no,17,177.45,172,30.17,169.77,81,14.43,146.51,61,6.59,10.5,16,2.84,1,yes
LA,10,407,no,yes,44,200.26,157,34.04,89.7,63,7.62,15.5,17,0.7,17.81,5,4.81,2,no
MO,16,312,no,yes,28,326.32,171,55.47,184.99,121,15.72,206.17,193,9.28,0.06,10,0.02,3,no
VA,199,415,yes,no,19,300.37,54,51.06,101.78,161,8.65,192.39,26,8.66,5.64,1,1.52,5,no
CO,145,415,no,yes,26,59.71,146,10.15,240.63,86,20.45,27.34,5,1.23,10.77,0,2.91,7,no
NJ,151,646,yes,yes,17,152.87,156,25.99,164.6,64,13.99,330.11,197,14.85,3.57,4,0.96,8,no
MA,26,702,no,no,3,162.4,1,27.61,160.58,54,13.65,34.78,186,1.57,18.16,7,4.9,3,yes
CO,213,503,yes,no,0,276.18,163,46.95,344.27,73,29.26,299.19,5,13.46,12.95,3,3.5,0,no
MO,86,408,yes,yes,49,211.01,146,35.87,137.36,116,11.68,0.11,30,0.0,9.56,18,2.58,4,no
IA,135,917,yes,yes,0,228.98,134,38.93,126.8,128,10.78,308.8,104,13.9,16.29,4,4.4,4,no
LA,14,407,no,no,25,349.37,153,59.39,111.51,165,9.48,6.9,93,0.31,9.02,4,2.44,8,yes
LA,79,312,no,no,44,26.24,110,4.46,313.16,136,26.62,265.23,55,11.94,11.17,15,3.02,5,yes
MT,117,917,no,yes,19,78.05,37,13.27,173.85,94,14.78,126.59,181,5.7,0.06,17,0.02,4,yes
IN,7,415,no,yes,22,142.76,130,24.27,210.01,198,17.85,258.38,168,11.63,7.31,10,1.97,9,yes
NY,137,415,no,no,9,121.72,101,20.69,63.29,144,5.38,140.61,17,6.33,2.78,16,0.75,9,yes
CO,115,407,no,no,10,7.58,193,1.29,189.33,98,16.09,24.82,86,1.12,13.79,2,3.72,4,yes
IA,176,407,yes,no,40,32.12,94,5.46,96.13,111,8.17,268.63,22,12.09,9.58,17,2.59,7,yes
OK,72,202,no,yes,40,238.33,91,40.52,255.72,51,21.74,24.94,163,1.12,6.04,3,1.63,0,no
RI,242,415,yes,no,4,307.76,70,52.32,291.38,145,24.77,322.74,24,14.52,9.36,18,2.53,4,yes
WV,59,646,no,yes,0,179.98,170,30.6,250.18,190,21.27,17.84,6,0.8,4.19,8,1.13,0,no
WY,215,415,no,yes,16,188.72,189,32.08,255.59,32,21.73,167.76,147,7.55,18.5,4,5.0,6,no
RI,221,713,yes,yes,21,89.28,198,15.18,179.37,3,15.25,253.06,132,11.39,1.08,3,0.29,6,no
MO,82,202,no,no,33,268.76,23,45.69,249.24,86,21.19,137.64,17,6.19,17.31,15,4.67,9,yes
IA,223,408,no,yes,44,263.13,166,44.73,147.94,74,12.57,76.03,105,3.42,10.23,9,2.76,7,yes
NH,222,646,no,yes,40,205.93,67,35.01,228.02,179,19.38,265.68,32,11.96,12.38,8,3.34,6,yes
WY,116,510,yes,no,28,74.43,127,12.65,90.66,8,7.71,274.5,78,12.35,6.05,15,1.63,8,no
OK,167,305,no,yes,3,33.96,92,5.77,24.41,63,2.07,322.94,34,14.53,19.33,19,5.22,7,yes
CO,227,619,yes,yes,4,22.48,43,3.82,144.72,29,12.3,131.66,109,5.92,5.64,16,1.52,7,yes
LA,146,713,yes,no,10,207.44,132,35.26,161.62,135,13.74,177.19,64,7.97,11.78,17,3.18,2,no
HI,187,619,no,yes,20,288.76,54,49.09,89.74,132,7.63,127.09,62,5.72,19.87,14,5.36,9,no
HI,234,619,no,no,34,300.42,157,51.07,254.7,75,21.65,89.98,71,4.05,17.62,19,4.76,3,yes
MO,103,512,yes,yes,11,162.27,28,27.59,25.74,190,2.19,262.86,198,11.83,10.73,8,2.9,3,no
LA,17,917,no,no,25,274.49,153,46.66,77.96,128,6.63,118.88,40,5.35,19.81,5,5.35,0,no
NH,14,407,yes,yes,18,331.41,153,56.34,262.0,14,22.27,149.85,177,6.74,14.03,5,3.79,5,yes
NH,159,408,yes,no,44,96.31,36,16.37,152.99,88,13.0,141.29,127,6.36,4.17,10,1.13,1,no
MT,152,510,no,yes,6,139.29,114,23.68,246.85,165,20.98,249.43,107,11.22,8.11,19,2.19,8,yes
HI,227,510,no,yes,46,326.02,180,55.42,198.62,169,16.88,321.23,103,14.46,6.69,2,1.81,0,yes
NJ,108,214,yes,yes,6,118.38,157,20.12,332.75,127,28.28,233.36,157,10.5,6.88,11,1.86,0,no
OH,188,312,yes,no,25,319.86,2,54.38,209.23,173,17.78,165.05,37,7.43,15.21,14,4.11,9,yes
OK,45,214,yes,yes,39,343.37,121,58.37,5.2,180,0.44,272.72,34,12.27,11.69,6,3.16,5,no
NJ,98,512,no,no,4,231.63,42,39.38,123.51,25,10.5,224.34,193,10.1,0.76,17,0.21,0,no
HI,131,713,yes,no,20,285.91,6,48.6,50.07,60,4.26,21.21,173,0.95,17.55,14,4.74,2,yes
RI,37,713,no,no,13,262.34,124,44.6,323.62,122,27.51,33.48,135,1.51,5.94,7,1.6,9,yes
WV,171,305,no,no,3,244.84,48,41.62,36.4,66,3.09,13.27,101,0.6,19.94,8,5.38,1,yes
HI,168,202,yes,yes,22,107.43,120,18.26,135.7,181,11.53,159.89,67,7.2,19.08,14,5.15,8,no
VA,218,415,yes,yes,41,19.98,72,3.4,79.13,149,6.73,289.05,36,13.01,18.81,15,5.08,4,yes
NH,183,917,no,yes,19,120.07,40,20.41,296.35,25,25.19,109.58,84,4.93,16.22,19,4.38,5,yes
OH,215,503,no,yes,14,233.43,105,39.68,108.0,82,9.18,134.46,140,6.05,4.41,2,1.19,1,yes
FL,108,619,no,yes,49,35.89,76,6.1,347.16,107,29.51,318.32,172,14.32,10.65,4,2.88,7,yes
WY,39,512,yes,no,44,4.17,181,0.71,13.52,110,1.15,292.92,28,13.18,4.49,2,1.21,5,yes
IA,15,408,yes,yes,28,48.89,126,8.31,44.9,59,3.82,232.77,40,10.47,5.19,1,1.4,7,no
IA,120,305,yes,no,7,250.51,196,42.59,78.62,38,6.68,93.38,55,4.2,12.22,1,3.3,7,no
FL,241,646,no,yes,40,340.48,90,57.88,283.89,122,24.13,40.96,15,1.84,0.82,3,0.22,0,no
IN,4,206,no,no,47,344.07,154,58.49,307.48,35,26.14,5.62,139,0.25,19.39,2,5.24,6,yes
ID,93,407,yes,no,18,172.89,7,29.39,25.01,20,2.13,37.45,65,1.69,18.37,8,4.96,1,no
IA,214,212,no,yes,47,304.27,31,51.73,11.36,168,0.97,102.41,189,4.61,7.62,11,2.06,7,yes
TX,153,214,no,no,38,257.89,63,43.84,260.59,117,22.15,193.13,146,8.69,10.31,8,2.78,1,yes
OK,141,510,yes,no,45,175.36,137,29.81,46.67,47,3.97,22.4,157,1.01,9.32,18,2.52,3,yes
NJ,210,407,yes,yes,27,200.47,12,34.08,46.55,25,3.96,47.68,143,2.15,17.64,11,4.76,1,yes
LA,161,312,no,yes,45,48.03,190,8.17,7.83,190,0.67,63.38,140,2.85,13.77,15,3.72,6,no
TX,16,404,no,no,26,328.18,92,55.79,17.43,35,1.48,221.19,68,9.95,5.56,0,1.5,4,no
VA,237,212,no,yes,3,123.18,162,20.94,92.29,151,7.84,215.53,22,9.7,8.94,9,2.41,8,yes
FL,170,407,yes,no,14,156.15,60,26.55,22.75,127,1.93,192.77,189,8.67,8.58,9,2.32,4,yes
TX,108,305,no,no,34,235.08,181,39.96,129.11,148,10.97,87.68,158,3.95,19.19,3,5.18,7,no
WV,126,214,yes,yes,36,116.87,7,19.87,291.47,145,24.77,129.89,52,5.85,3.51,10,0.95,1,no
MT,194,512,yes,no,0,88.99,28,15.13,114.21,14,9.71,33.84,119,1.52,1.79,10,0.48,2,no
NH,55,305,no,no,2,220.87,94,37.55,254.74,78,21.65,79.26,144,3.57,17.61,10,4.75,5,no
MO,227,503,yes,yes,46,8.74,40,1.49,32.87,133,2.79,314.2,127,14.14,17.93,5,4.84,6,yes
MT,170,619,no,yes,23,252.25,157,42.88,230.78,170,19.62,342.89,48,15.43,17.43,14,4.71,9,yes
MT,34,512,no,yes,26,179.91,148,30.58,110.86,158,9.42,226.68,176,10.2,10.22,1,2.76,7,yes
NY,158,702,yes,yes,39,212.01,10,36.04,262.41,27,22.3,320.89,194,14.44,13.19,2,3.56,2,yes
ID,247,202,yes,yes,35,221.16,1,37.6,47.69,135,4.05,224.96,153,10.12,11.27,4,3.04,6,no
MO,13,404,no,yes,33,184.47,177,31.36,314.26,156,26.71,11.62,12,0.52,1.39,10,0.38,7,no
NY,141,503,no,no,28,203.89,168,34.66,84.9,148,7.22,348.87,107,15.7,11.92,11,3.22,9,no
CO,18,503,yes,yes,23,239.33,193,40.69,123.6,119,10.51,34.63,165,1.56,0.27,2,0.07,5,yes
WY,160,512,yes,yes,23,263.59,130,44.81,332.56,87,28.27,238.92,149,10.75,6.5,8,1.76,3,no
MA,96,408,yes,yes,41,254.61,79,43.28,202.47,185,17.21,88.49,84,3.98,18.65,2,5.04,5,yes
MT,227,702,no,yes,3,304.37,178,51.74,128.02,187,10.88,137.19,156,6.17,6.08,1,1.64,8,no
IN,123,212,yes,yes,2,66.31,195,11.27,332.36,177,28.25,226.08,44,10.17,18.8,5,5.08,2,yes
TX,39,305,no,yes,33,140.4,86,23.87,115.18,30,9.79,152.77,173,6.87,5.0,5,1.35,1,yes
MA,46,510,yes,yes,48,331.73,152,56.39,33.2,46,2.82,87.69,166,3.95,6.29,16,1.7,4,no
RI,244,619,no,no,22,138.81,157,23.6,348.9,33,29.66,117.06,196,5.27,12.57,7,3.39,6,yes
TX,29,202,yes,yes,22,43.7,105,7.43,93.75,1,7.97,119.54,81,5.38,15.23,0,4.11,2,yes
IN,190,202,no,no,44,183.91,138,31.26,297.94,105,25.32,335.76,67,15.11,10.03,7,2.71,4,no
MO,241,404,no,yes,4,38.32,16,6.51,57.94,194,4.92,279.51,96,12.58,17.64,14,4.76,3,no
MA,221,206,no,no,30,71.0,153,12.07,255.97,93,21.76,160.49,166,7.22,0.8,17,0.22,6,yes
NJ,62,713,no,no,40,349.41,22,59.4,183.56,71,15.6,69.94,147,3.15,18.44,12,4.98,1,yes
IA,245,407,no,yes,5,189.48,183,32.21,343.32,51,29.18,283.86,76,12.77,3.93,7,1.06,6,no
ID,236,214,no,no,36,99.42,179,16.9,193.49,134,16.45,55.01,195,2.48,17.68,19,4.77,1,no
NH,185,408,no,yes,9,348.17,47,59.19,8.76,146,0.74,73.66,34,3.31,8.02,17,2.17,2,yes
VA,16,305,no,no,39,338.3,19,57.51,211.36,89,17.97,128.1,135,5.76,16.66,12,4.5,4,no
IN,184,202,no,no,6,154.26,1,26.22,50.86,91,4.32,308.12,51,13.87,13.43,13,3.63,6,no
LA,236,312,yes,yes,38,91.14,87,15.49,279.49,142,23.76,46.13,39,2.08,3.52,14,0.95,5,no
MT,239,510,yes,yes,37,293.44,30,49.88,299.8,77,25.48,42.78,120,1.93,18.36,5,4.96,6,yes
HI,121,619,yes,yes,20,250.47,154,42.58,168.73,175,14.34,172.89,112,7.78,4.91,0,1.33,5,no
MT,10,404,no,no,19,240.43,129,40.87,274.13,124,23.3,96.74,110,4.35,4.88,6,1.32,0,no
WV,158,510,no,yes,2,312.59,77,53.14,50.79,141,4.32,199.05,35,8.96,16.28,0,4.4,4,yes
LA,153,214,yes,no,21,241.3,3,41.02,172.23,130,14.64,158.07,133,7.11,2.12,14,0.57,0,no
FL,103,646,yes,no,46,99.33,140,16.89,137.88,49,11.72,152.24,69,6.85,4.44,5,1.2,6,no
CO,84,702,yes,yes,3,242.85,162,41.28,213.96,92,18.19,39.19,72,1.76,10.07,4,2.72,3,no
TX,133,404,no,no,27,107.03,127,18.2,15.57,123,1.32,49.37,15,2.22,16.61,11,4.48,4,yes
FL,65,713,no,no,11,265.73,199,45.17,263.24,53,22.38,287.38,173,12.93,2.95,2,0.8,0,no
IA,222,917,yes,no,37,216.91,193,36.87,27.7,133,2.35,310.06,186,13.95,10.95,19,2.96,7,no
FL,177,512,yes,no,35,27.09,133,4.61,229.77,176,19.53,82.14,37,3.7,14.22,13,3.84,3,no
OH,3,305,no,yes,46,179.49,30,30.51,6.46,150,0.55,39.71,17,1.79,17.21,5,4.65,2,no
OK,173,646,yes,no,40,120.16,137,20.43,291.16,77,24.75,18.7,11,0.84,18.71,3,5.05,0,no
ID,142,917,no,no,4,115.0,20,19.55,61.14,77,5.2,212.9,53,9.58,15.69,14,4.24,3,yes
CO,120,702,yes,yes,12,210.79,22,35.83,180.42,19,15.34,250.37,174,11.27,13.06,16,3.53,2,no
TX,158,917,yes,yes,22,112.81,130,19.18,91.52,90,7.78,130.48,0,5.87,8.67,4,2.34,7,no
IN,242,202,no,no,49,271.91,159,46.22,252.93,187,21.5,237.89,142,10.71,2.24,5,0.6,8,no
WV,68,202,no,no,29,24.78,147,4.21,112.47,98,9.56,249.54,110,11.23,14.19,9,3.83,4,no
HI,146,305,yes,no,36,231.14,28,39.29,253.61,172,21.56,327.37,20,14.73,19.85,8,5.36,8,yes
NY,190,917,yes,no,24,283.22,104,48.15,99.7,188,8.47,22.71,128,1.02,14.74,3,3.98,0,no
NJ,37,202,yes,yes,47,235.49,51,40.03,263.37,55,22.39,67.3,92,3.03,0.33,8,0.09,6,yes
NJ,153,917,no,yes,26,174.03,114,29.59,10.71,1,0.91,23.98,194,1.08,9.93,7,2.68,6,no
IA,176,202,no,yes,13,332.61,173,56.54,99.16,104,8.43,303.8,139,13.67,12.29,2,3.32,5,no
FL,193,415,no,yes,47,104.98,161,17.85,174.52,172,14.83,277.41,123,12.48,13.79,19,3.72,3,no
NH,181,713,no,no,46,6.71,100,1.14,15.77,167,1.34,201.12,155,9.05,14.39,0,3.89,8,no
FL,238,718,no,yes,35,151.2,83,25.7,65.11,111,5.53,29.28,38,1.32,11.16,19,3.01,2,yes
IA,207,212,no,yes,38,11.55,60,1.96,327.09,23,27.8,95.66,164,4.3,4.47,4,1.21,0,yes
WY,73,212,yes,no,15,333.88,124,56.76,341.89,156,29.06,104.2,59,4.69,18.84,2,5.09,1,no
OH,143,510,yes,yes,21,73.47,199,12.49,258.91,194,22.01,196.26,158,8.83,13.93,3,3.76,2,yes
MA,49,702,yes,yes,20,276.12,70,46.94,88.27,108,7.5,90.32,185,4.06,4.74,18,1.28,1,no
VA,121,415,no,yes,20,271.1,69,46.09,91.18,67,7.75,25.54,96,1.15,6.45,14,1.74,5,yes
